,word,values_
25,tolerances,"[-0.19826   -0.28776    0.19046    0.23966   -0.90427   -1.09
 -0.62637    0.2117    -0.93677    0.76735   -0.26439   -0.86027
  0.82633   -0.44014    0.7091     0.5339    -0.41015    0.54584
 -0.067402   0.03408   -0.22085   -0.14883    0.80884   -0.68911
  0.43384   -0.11912   -0.064014  -0.017939  -0.27425   -0.27223
  0.50012   -0.47354    0.079741  -0.64169    0.37734    0.42512
  0.84226   -0.087425  -0.3111    -0.0027378  0.42022   -0.4879
 -0.1738     0.25776   -0.474     -0.27337    0.47713    0.26385
 -0.46862    0.35966    0.72721   -0.44805   -0.83512    0.51578
  0.22427    0.93506   -0.24661   -0.14237   -0.59301   -0.029879
 -0.13714    0.010846  -0.53531    1.1821     0.16792   -0.26941
  0.1932    -0.14057    0.19823   -0.41896   -0.74597    0.16022
  0.57361    0.304      0.050766  -0.14318   -0.41327   -0.63205
  0.76944    0.14664   -0.30493    0.33947   -0.73568    0.41047
 -0.85341    1.0236     0.65961   -0.26406   -0.07878    0.19676
 -0.34672    0.24725    0.14832   -0.46609    0.538      0.35041
  0.38232   -0.34789   -0.22317   -0.010836 ]"
26,altimeter,"[ 0.27965   -0.39847   -0.089568   0.20437   -0.40195   -0.052096
  0.27383   -0.36222   -0.095581   0.65832    1.0918    -0.55213
 -0.23623   -0.66702    0.28262    0.070485  -0.3168    -0.3194
  1.1658    -1.0396    -0.75589   -0.19781   -0.15886   -0.27577
  0.89082   -0.37241    0.2862     0.63434   -0.65166   -0.075889
 -0.60929    0.25352   -0.054933   1.225      0.0051684  0.27453
  0.76667    0.2833     0.77036   -0.80043   -0.25357    0.64074
 -0.12066   -0.1678    -0.56617    0.11345    0.3124     0.15817
 -0.39316   -0.46483    0.49837    1.0295     0.03857    0.55088
  0.58224   -0.61305    0.98888   -0.048578  -0.22045    0.32008
  1.1934    -0.33326    0.035086   0.014984  -0.79711    0.30184
 -0.71009    0.16773   -0.11359   -1.0037    -0.79632    0.24287
  0.96868    0.10475   -0.65257   -0.19514    0.8817    -0.093701
  0.10369    0.16037    0.098893  -0.1248    -0.63747   -0.84361
  0.33636   -0.50356    0.87087    0.95152    0.31061   -0.30283
 -0.070914   0.30985    0.45299    0.17597    0.35596    0.65918
 -0.49593   -0.52036   -0.6587    -0.51491  ]"
27,armistead,"[-0.36231   -0.22041   -0.29889   -0.14567   -0.18695   -0.079577
 -0.1527    -0.54955   -0.49481   -0.56925    0.21005   -0.067934
 -0.23009   -1.0526    -0.19252   -0.70261    0.42624   -0.0067524
  0.83219   -0.22839    0.15275   -0.59924    1.0113    -0.51534
  0.35738    0.73126   -0.11783    0.06758   -0.38054   -0.19222
 -0.01311   -0.42657    0.67343   -0.17225   -0.17323    0.39662
  0.12506   -0.30412    0.032076   0.96578    0.07688    0.37127
 -0.35993    0.07018   -0.30503    0.040166  -0.39869   -0.33261
 -0.30104    0.34657    0.057412   0.32772    0.64156   -0.29735
  0.075374   0.40574    0.10152   -0.62553   -1.1952     0.046275
 -0.032381   0.22876    0.080863  -0.19841   -0.42493   -0.28362
  0.22244    0.2378    -0.55209    0.28711   -0.6582     0.032904
 -0.17023   -0.070371   0.49392   -0.094777   0.6746     0.37763
 -0.26723    0.59224   -0.29916    0.32523   -0.22937    0.36496
  0.071628   0.14299   -0.32686   -0.77835   -0.11437   -0.24676
  0.72497   -0.1669     0.84822   -0.54479   -0.37575    0.1918
  0.66776   -0.39388   -1.3004     0.45587  ]"
28,msm,"[ 0.86128    0.73198   -0.17111   -0.50926   -0.34537    0.061475
  0.027436   0.25181   -0.14314   -0.22757    0.68969   -0.32251
  0.069681   0.29793    0.11166    0.29573   -0.22405   -0.38828
  0.28001   -0.34574    0.25346   -0.68634    0.18758    0.2904
 -0.12065    0.059443   1.2311     0.14509    0.016543   0.022634
  0.28131    0.39644    0.016997   0.36549    0.43702    0.18433
  0.23174    0.88348   -0.31361    0.16286    0.22598    0.79193
  0.44738   -0.057957  -0.33805   -0.2994     0.156      0.81363
  0.41875    0.18849   -0.38157    0.80901   -0.3129     0.013931
 -1.0554     0.83312    0.2634     0.20353   -0.11619   -0.0073871
 -0.25869   -0.5651     0.31381   -0.069673   0.50837    0.89095
 -0.07447   -0.81935    1.0713     0.069815   0.093135  -0.76476
 -0.54194   -0.21273   -0.94826    0.25397   -0.37943   -0.22976
  0.1183    -0.5796    -0.04307    0.15182   -0.013547  -0.25886
  0.039094  -0.26064    0.25665    0.24631    0.28606    0.13968
 -0.063331   0.045393   0.26411   -0.25996    0.080643  -0.26168
 -0.6283    -0.35652   -0.48582    0.40483  ]"
29,hexafluoride,"[ 1.0099     0.076551   0.48382   -0.41864    0.18591   -0.82263
  0.12218    0.52855    0.64268    0.030222  -0.066375   0.3282
 -0.4158     1.1819    -0.44989    0.25715   -0.28251   -0.016691
  0.10709   -0.052135  -0.1491     0.041306   0.42132    0.88769
  0.20133    0.2205     0.75079    0.80206    0.010477   1.1601
 -0.80908   -0.087491  -0.56649   -1.1924     0.7509    -0.14311
  0.12857   -0.34829   -0.1586     0.002227  -0.115      0.41073
 -0.65931    0.038102  -0.09553   -0.26958   -0.51055    0.55715
  0.56539    0.027274  -0.097389   0.54833   -0.29606   -0.19215
 -1.0232    -0.0057209 -0.73017   -0.45039   -0.34153   -0.61617
  0.89789   -0.12976    0.64268    0.37608   -0.20954   -0.76357
  1.3409    -1.5433    -0.93447   -0.82729    0.75234   -0.34533
  0.5819     0.67402   -0.34312   -0.30949   -0.15255   -0.96154
 -0.043228   0.88923    0.52625   -0.50764   -0.63032   -1.3835
  0.56601    0.94949    0.85962   -0.10943    0.055377  -0.12517
 -0.54807    0.74434   -1.4723    -0.27812    0.10844   -0.8271
  0.73008    0.11433   -0.21964   -0.23111  ]"
30,57.7,"[ 0.93935    0.38863    0.74904   -0.053889   0.31151    0.081955
 -0.011031   0.053981   0.10284    0.48894    0.56003    0.37323
 -0.23103    0.26464    0.89315   -0.24096   -0.3564    -0.13805
 -0.10007    0.17519   -0.15349    0.17261    0.22604    0.11448
  0.22976   -1.0508     0.42403    0.1546    -0.23233   -1.0575
  0.55533   -0.89557    0.21294    0.0011672 -0.28271    0.23387
  0.93322    0.3002    -0.13859    0.29065    0.091823   0.42181
 -0.11611    0.5901    -0.45845   -0.3837    -0.53683   -0.26949
 -0.55383   -0.90035   -0.34486   -0.65591    0.12256    0.3338
 -0.12307    0.58357    0.14518   -0.50753   -0.59879   -0.75391
  0.19977    0.12099   -0.52229    0.21756   -1.1206     0.54867
 -0.18141   -0.41011   -0.37319    0.026909  -0.45493    0.1319
  0.02549    0.018842  -0.68656    0.0269    -0.50236   -0.3675
 -0.20421   -0.26443   -0.74632    0.45841    0.50181    0.93319
  0.28873    0.41117    1.0984    -0.25595   -0.098203   0.0050637
  0.18445   -0.30038    0.18961   -0.51722    0.17952   -0.095475
 -0.26683   -0.033755   0.33839   -0.41544  ]"
31,mikhailovich,"[ 0.035009  -0.62673    0.1223    -0.2377     0.060469  -0.67595
  0.017181  -0.41867    0.21634    0.13253    0.18512    0.58019
 -0.52193   -0.13452   -0.16871   -0.041122  -0.0076086  1.2258
 -0.93251   -0.3094    -1.4121    -0.88314   -0.44574    0.53749
  0.049967  -0.19667   -0.41134    0.41337    0.95134    0.84863
  0.30104   -0.5269    -0.051649  -1.1026    -0.22464    0.038218
  0.4136    -0.32262    0.34822    0.19992    1.3858    -0.27526
 -0.036193   0.068243   0.362     -0.57846   -0.19079   -0.30845
  0.71828    0.61518    0.794     -0.31641    0.32943   -0.21635
 -0.45139    0.15915    0.39165    0.21247   -0.76911    0.15822
  0.36947   -0.17765   -0.69478    0.22671   -0.036658   0.039665
  0.68999   -0.73679   -0.87861    0.06742   -0.43393   -0.29386
  0.10165    0.88582   -0.56628    0.16996   -0.30718   -0.15087
 -0.037541   0.57416    0.37504    0.25907    0.2792    -0.66584
  0.70843    0.41437   -1.2974    -0.25325    0.18716   -0.78602
 -0.15659   -0.33       0.21297    0.17583   -0.66195   -0.13905
 -0.50889   -0.70709   -0.57588   -0.69146  ]"
32,burson,"[ 0.2064    -0.11736   -1.1011     0.36295   -0.18118   -0.020699
  0.38317   -0.19777   -0.0062971 -0.45189   -0.4682    -0.42079
  0.43628    0.17768   -0.44843   -0.25417    0.20046   -0.59526
  0.050586   0.084286  -0.75229    0.22995    0.3493     0.43853
  0.69208   -0.43299   -0.16488    0.81463   -0.7133    -0.91242
  0.61995   -0.26511    0.77487    0.21345   -1.0147     0.28369
 -0.34743    0.27107    0.18745   -0.33468    0.60657   -0.06057
 -0.89993    0.3872    -0.5655     0.092219  -0.27535   -0.48856
  0.090266   0.01142    0.58487   -0.57889   -0.46568    0.24651
 -0.24297   -0.083963   1.0122    -0.088357  -0.73396    0.18811
  0.51394   -1.4235     0.29422   -0.10853   -0.92644    0.081202
  0.42361    0.63758   -0.3287     0.42689    0.5349    -0.18905
 -0.51682   -0.10718    0.75525   -0.51756    0.1299    -0.35173
 -0.22542    0.65192    0.81247   -0.2036     1.0037     0.16023
  0.1795     0.27844    0.39694    0.39404    0.043678  -1.002
 -0.2314    -0.086119  -0.27339   -0.29583    0.15078    0.40481
  0.099096  -0.23671   -1.0879     0.39084  ]"
33,armonk,"[-0.055841   0.17897    0.61137    0.15363   -0.079141   0.1028
  0.33162    0.20098   -0.5821     0.19438   -0.11967   -0.51455
  0.24565   -1.1349     0.16656    0.15894    0.34702    0.37815
  0.26195   -0.72029    0.27792    0.0071041  0.39264    0.79665
  0.05517   -0.62031    0.2997    -0.58893   -1.148      0.57883
  0.18871    0.34698   -0.65495   -0.56101   -0.782     -0.033798
  0.78525   -0.44121    1.4319    -1.0124     0.60105    0.33569
 -0.79718   -0.3384    -0.60911    0.059445   0.89795   -0.011953
  0.64471    0.40282    0.077835   0.0015943  0.17244   -0.8453
 -0.41378    0.12264    0.21054   -0.11113   -0.2776    -0.46546
 -0.46296   -0.416     -0.014795   0.3829    -1.2643    -0.68246
 -0.14667   -0.1175    -0.39203    0.75628    0.5159    -0.26003
 -1.5127    -0.71764    0.18526   -0.26003    0.793     -0.1441
 -0.92294    0.26662   -0.10748    0.050465  -0.18343    0.51454
 -0.17403   -0.03964    0.45959    0.10113    0.068636   0.33375
  0.12192    0.040688   1.016     -0.30848    0.23129   -0.093676
  0.48829   -0.07231   -0.20173    0.79241  ]"
34,onegin,"[ 0.76608   0.10732   0.74787  -0.31227  -0.18369   0.34351   0.91031
  0.26322  -0.63131  -0.20816  -0.86957   0.77265  -1.0222    0.41292
 -0.1511    0.22036   0.25727   0.99155  -0.088622 -0.027052 -0.08768
 -0.17661  -0.42761   0.27159   0.55865   0.50876  -0.60218   0.55686
  0.64197   1.2124   -0.4215   -0.58175   0.26334  -0.62778  -0.23148
 -0.014013  0.66472  -0.3987   -0.24509  -0.27671   0.65247  -0.19909
 -0.17484   0.82205   0.41217  -0.042073 -0.77293  -0.52251   0.26586
  0.31322  -0.37161   0.9005    0.95401   0.53735  -0.34841   0.26379
  1.1162   -0.34309  -1.2271   -0.7299   -0.51803  -0.4989   -0.23931
  0.57901  -0.18713  -0.13396   0.13402   0.12615   0.033849  0.25658
  0.32866  -0.78942   0.21282   0.46515  -0.36445  -0.32143   0.50883
 -0.38602  -0.34287  -0.18232   0.10435   0.010903 -0.37815   0.19059
 -0.54101  -0.071051  0.19024  -0.34417  -0.098551  0.12653   0.35903
  0.14968  -0.11835   0.3948    0.43264  -0.13308   0.081053 -0.7253
 -1.1255    1.232   ]"
35,c.v.,"[ 2.9775e-01 -6.1902e-02 -7.9285e-01  1.1820e+00 -5.6645e-01 -5.6862e-02
  7.1777e-01  3.8614e-01  6.8927e-01  3.6619e-02  5.1801e-01 -1.3764e-01
  9.6382e-02  2.6597e-01 -7.8295e-01 -5.0284e-01  7.5584e-01  7.5227e-01
  1.5494e-01  5.3900e-01 -6.3623e-01 -1.2393e-01 -7.4611e-02 -7.5684e-02
  3.0805e-01  2.6690e-01  1.2430e-01  4.3906e-01 -4.5448e-01  1.5099e-01
  1.2814e-01 -3.6841e-01 -3.0179e-02  7.0350e-01 -7.3066e-01 -8.0730e-02
  7.1096e-01  4.4917e-01  5.1606e-01  5.0037e-01  4.1546e-02 -2.1271e-01
  7.1689e-03  3.5211e-01 -1.1805e-01 -1.8589e-01  2.1963e-01 -1.9468e-02
  4.2564e-04 -4.6608e-01 -2.8258e-01  9.8570e-01 -4.9592e-01 -1.8969e-01
 -6.4771e-01  2.6573e-02  1.6998e-02  3.6949e-01 -5.1704e-01 -4.9008e-01
  2.7181e-01 -3.6764e-01  1.0531e+00 -3.7933e-02 -7.3898e-01 -4.2206e-01
  4.2534e-01  7.8442e-01  5.0441e-01 -5.4202e-01  1.2825e-01  3.6565e-01
 -7.6509e-01  1.6228e-01  3.2276e-01 -3.2879e-01 -2.8250e-01 -9.8183e-02
 -5.8663e-01 -3.1476e-01  6.2601e-01 -1.7081e-01 -1.1324e-01  4.4836e-03
  4.7300e-01  9.1921e-02 -3.1385e-01  2.1362e-01  1.1082e+00 -1.0064e+00
  4.7238e-01  2.1052e-01 -5.7931e-01 -2.5407e-01  8.8657e-01  3.4706e-01
 -7.1332e-01 -8.6677e-02 -1.0063e+00 -6.4290e-02]"
36,surfboards,"[-0.17467   0.036001 -0.49007  -0.79458   0.20345  -0.23195  -0.071491
  0.16136  -0.37501   0.49141   0.50048   0.011174  0.10824   0.14207
  0.4365   -0.31799   0.41724   0.49989   0.16146  -0.23738   0.27655
  0.3437    0.38133   0.31769   0.23391   0.035818 -0.95628   0.10931
 -0.22517  -0.47857   0.36957  -0.09463  -0.063913 -0.24207   0.14142
  0.076955  0.21697   0.19551   0.33066  -0.37457  -0.089284  0.48644
 -0.096019 -0.048348 -0.8515   -0.058462  0.10153  -0.2624    0.44225
  0.38666  -0.33876   0.11843  -0.018084 -0.19816   0.20176   0.67699
  0.7316   -0.044194 -0.25642  -0.22976  -0.24831   0.70451  -0.038707
  0.61461  -0.90484   0.27339   0.22751  -0.41492  -0.182    -0.52224
  0.018627  0.27874   0.77196   0.26552  -0.57762  -0.33963   0.27024
  0.3703    0.099592 -0.069635 -0.043774 -0.26651   0.1784    0.34765
  0.72601  -0.19694   0.31801   0.18713  -0.90343  -0.14283  -0.21894
 -0.15041   0.52676  -0.48923  -0.095058 -0.61262  -0.45077  -0.21367
  0.85931   0.40403 ]"
37,13.75,"[ 0.30412    0.077593   0.12445    0.46127    0.075187   0.049801
  0.35518   -0.23985   -0.41771    0.053544   0.26329    0.44111
 -0.97283   -0.36301    0.28242   -0.57911   -0.37766   -0.18474
  0.21093    0.14365    0.14637   -0.15407    0.024963   0.70863
  0.90574   -0.17213    0.12128    0.049653  -0.26625   -0.096475
 -0.30578   -0.17084    0.093497  -0.42841   -0.26672    0.49157
  0.40527   -0.24636    0.30409    0.63119    0.68824   -0.091216
 -0.057436  -0.39664   -0.80273    0.39482   -0.059726  -0.2434
 -0.41427   -0.75607    0.07324   -0.56822    0.39376    0.19949
 -0.52154    0.82138   -0.1882    -0.54285    0.11658   -0.3192
  0.022995  -0.73028   -0.23179    0.048755  -0.88607   -0.0084098
 -0.12129    0.21385    0.77332    0.28045   -0.52835   -0.41912
 -0.074914   0.431     -0.75991    0.15196    0.21141   -0.29223
 -0.32392    0.05318   -0.53694    0.36614    0.22957   -0.025786
  0.53155    0.44289    0.56509    0.9041     0.2995     0.44349
 -0.15928    0.71583    0.13799   -0.62522   -0.52471   -0.079919
  0.084704  -0.33035    0.057559  -0.31177  ]"
38,dmg,"[ 0.4012   -0.50337  -0.31302  -0.23506  -0.31458  -0.30289   0.20776
  0.072015  0.41491   0.53395   0.72268   0.057441 -0.19713   0.23446
  0.10302   0.040164 -0.023743 -0.26323   1.2722    0.040606 -0.10063
 -0.14536  -0.19021  -0.26081  -0.40569  -0.27149   0.96763   0.34699
  0.29216   0.48909  -0.1137    0.54144  -0.65118   0.6295   -0.35647
  0.23834   0.055876 -0.14939   0.12317  -0.26885  -0.071263 -0.063067
 -0.39857   0.43299  -0.72878  -0.46942   0.47811   0.49774   0.3599
  0.26831  -0.23297   0.046624 -0.57487  -0.75883  -0.034095  0.089728
 -0.16537   0.11729  -0.44582  -0.21003   0.12563  -0.2255   -0.44667
  0.33546  -0.55816   0.011606  0.094584  0.58877   0.8951    0.38326
 -0.21386  -0.067044 -0.30006  -0.57857   0.050168 -0.5572    0.6858
 -0.15804  -0.33404   0.27203   0.31528  -0.47558  -0.044869  0.30754
  0.50477  -0.10924   0.055434  0.41865  -0.13295  -0.013006 -0.20295
 -0.13156   0.16442  -0.41757   0.44394  -0.065494 -0.19198   0.10682
 -0.2247    0.075624]"
39,southee,"[ 6.6404e-01  3.7193e-01 -1.5493e-01 -6.9464e-01 -4.4224e-01  2.7122e-01
  4.3002e-01 -8.0503e-04 -4.2203e-01 -6.5323e-01 -3.1444e-01 -5.2951e-01
 -7.9587e-01 -3.0336e-01  8.1071e-01  1.1575e-01  4.3518e-01  8.6958e-01
  9.1376e-01  9.5767e-01  3.6344e-01  2.0671e-01  1.5477e+00  5.7435e-03
  4.3902e-01  6.5673e-01  3.4363e-02 -6.1719e-02 -1.3747e+00  6.0052e-01
 -3.9287e-01  8.0674e-01  7.7331e-02 -1.7215e-01  3.8234e-02 -8.0069e-01
  1.4779e-01  5.9235e-03 -4.2517e-01  1.2192e+00 -4.6460e-01  1.8277e-01
  2.8707e-01 -5.8781e-01 -4.4160e-01  6.5346e-01 -8.7576e-01  4.3998e-01
  2.7129e-01  2.4729e-01  1.4847e-01  7.3092e-01 -2.7441e-01 -8.7292e-01
 -1.6849e-01  3.1741e-01 -9.2102e-01  3.1882e-01 -7.3960e-01  3.7574e-01
  5.0787e-02 -9.3333e-01  3.0967e-01  1.1317e-01  4.9789e-01 -5.2876e-01
  5.1071e-01  5.7842e-02  3.0107e-01 -7.8083e-01 -5.4584e-01  3.9226e-01
 -2.7908e-01  2.7255e-01 -3.5248e-03  1.6953e-01  4.0247e-01 -2.6297e-01
  3.5876e-01 -6.7022e-01 -4.4716e-01  2.7420e-01  3.0465e-02 -4.7583e-01
 -7.8902e-02  3.3578e-01  2.8952e-01  5.6469e-01 -1.4096e+00  1.1422e+00
 -8.5196e-01  2.9145e-01  2.4520e-01 -4.8807e-01  1.1409e-01 -3.1222e-01
  3.7661e-01  4.1712e-01 -1.6028e+00 -1.8203e-01]"
40,olimpija,"[-0.28991  -0.2929    0.13171   0.9407   -0.80987   0.49675  -0.066243
  0.26883  -0.075253 -0.79341  -0.43917  -0.12458  -0.25043   0.80564
 -1.1464    0.48012   0.20067  -0.52909   1.3811   -0.59946  -0.54115
  0.36429   0.12903   0.65282  -0.23956  -0.839     0.54305  -0.21555
  0.08558  -1.0478   -0.36515   1.5429    0.3584   -0.27855  -0.023103
 -0.30239   0.36762  -0.22455  -0.63623  -0.74966   0.074664  0.12413
  0.44618  -0.50101  -0.63858   0.2854    0.41375   0.17839  -0.22703
  1.3289   -0.33083  -0.60566   0.036283 -0.05247  -0.37298   0.73307
 -0.29989  -0.44567  -0.75435   0.37045  -0.88083  -0.58083  -1.4522
  1.2242   -0.31064  -0.4636    0.29641   0.12053   0.80653  -0.28018
 -0.34027  -0.39678  -0.098867  0.22278  -0.45686  -0.59819  -0.29144
  0.46742  -0.6142   -0.3655   -1.2547   -0.46221  -0.13365   0.14432
  0.028174 -0.55022  -0.17529   0.8946   -0.3028    0.14785  -0.14569
  0.39727  -0.59448   0.72544  -0.079509 -1.1015    0.23514   0.36691
  0.55451   0.23776 ]"
41,anchorwoman,"[-0.44079    0.098633   0.35878   -0.0080279  0.43425    0.24682
  0.099877   0.044649   0.45643    0.27074    0.052469   0.38419
 -0.44422    0.43583    0.59723   -0.089544   0.53707   -0.16279
  0.0021985  0.5956    -1.3273    -0.24243   -0.51594    0.088889
  0.85414    0.0027712  0.10378    0.61935   -0.88176    0.63391
  0.064743   0.40242    0.10856   -0.13602   -0.14039    0.15949
 -0.67171   -0.043049   0.60089   -0.051417  -0.30053    0.59337
 -1.5831     0.19035    0.44021    0.24899   -0.21606    0.30027
 -0.17128    0.41381   -1.0268    -0.19403    0.59811    0.43659
  0.3894     0.35866   -0.53856   -0.096017  -0.20228    0.45376
 -0.82302   -0.17835    0.1766    -0.6247    -0.21347    0.40581
  0.11064   -0.52071   -0.46702    1.1079    -0.10299   -0.24501
 -0.22323    0.47826   -0.24564    0.15247   -0.39466    0.25369
  0.093492  -0.27974   -0.1414    -0.55975    1.1084    -0.35699
  0.13074   -1.0436    -0.89977    1.4294    -0.57956   -1.4649
  0.36807    0.95712    0.27101   -0.4385    -0.046505   0.35716
  0.47875   -0.43272   -0.57246    0.253    ]"
42,jayantha,"[-1.0497    0.41798   0.27878  -0.10275   0.045793  0.11963  -0.30302
  0.8065   -0.86141   1.2025    0.19265  -0.19949   1.3726   -0.52295
 -0.52602   0.7216   -0.074022  0.44252  -0.15287  -0.38549  -0.53536
 -0.2408    1.1504    0.52144  -0.46385   1.0882   -0.16351   0.37986
 -0.010546 -0.89601  -0.29035  -1.2446   -0.40722   0.37177   0.31228
  0.079058 -0.060396 -0.073159  0.12357   0.022748 -0.16211   0.32401
  1.0202    0.28944  -0.13906   0.17976  -0.59734   0.13639  -0.96036
  0.67996   0.35628  -0.12206  -0.75972  -0.6585   -0.19674   0.5161
 -1.7631   -0.30971  -0.68147   0.11921   0.040703 -1.1957   -0.018108
 -0.33193  -0.84142  -0.2886    0.20291   0.030096  0.20288   0.43525
  0.4524    0.57909  -0.32452  -0.87146   0.004045 -0.03725  -1.1409
  0.85041   0.057906 -0.34663  -0.058016 -0.50504   0.50935  -0.14033
  0.56238   0.091497 -0.12541   0.25907  -0.14454  -1.3119    0.33357
 -0.61782   0.18461  -0.021611  0.47115   0.019874  0.5245   -0.095075
 -0.2172    0.035506]"
43,taricani,"[-0.47857   -0.837      0.12019   -1.0502     0.082938  -0.18681
  0.93796   -0.46754    0.6454    -0.27724   -0.39728    0.181
  0.05676   -0.88677   -0.22082   -0.45573   -0.13622    0.51862
  0.071206  -0.072659  -0.24953   -0.046611  -0.59043   -0.22673
 -0.11649   -0.0058535 -0.58463   -0.50913   -0.17722    0.40729
  0.45324   -0.3308    -0.16092    0.4219    -0.32282   -0.14356
 -0.31324    0.27172   -0.4496     0.18312   -0.57328    0.24572
  0.0096332  0.50434   -0.31079    0.53199   -0.22217   -0.80282
  0.74445    0.53817   -0.64718    0.16028    0.36859   -0.2361
  0.31022    0.56647   -0.13125   -0.49445   -0.23444   -0.23095
  0.44548   -1.1007     0.33455   -0.44903   -0.90882   -0.019136
  0.59997   -0.57981   -1.722      0.75005    0.0092372  0.49916
 -0.16707    0.85971    0.25272    0.51884    0.33979   -1.4866
  0.54482    1.1905    -0.17183   -0.3332     0.34733   -0.584
  0.34195   -0.44016    0.14257    0.81621   -0.51048    1.2344
  0.35433    0.16832    0.182     -0.49762    0.25177   -0.40891
  0.79343   -0.89584    0.042622  -0.32691  ]"
44,guhs,"[-1.0549    0.038878  0.085657 -0.72078  -0.38001  -0.35323   0.04824
 -0.58933   0.40365   0.31072  -0.77829   0.3616    0.42623   0.3158
 -0.23165   0.078928 -0.42403  -0.10634   0.64334  -0.63906   0.40984
  0.64109  -0.65999   0.41718  -0.69205  -0.056338 -0.58313   0.15033
  0.049318 -0.093707  0.65444  -0.86786   0.1074    0.2148    0.16761
 -0.66236  -0.26589   0.2905   -0.53743  -0.076269  0.75796   0.17794
  0.16162   0.34381  -0.24005   0.081934 -0.92619  -0.21871   0.90543
  0.22769  -0.75224   0.0429   -0.38859   0.152    -0.51918   0.60645
  0.64364   0.78873   0.13326  -1.3552   -0.056662 -0.50458   0.17322
 -1.5932   -1.2199    0.17054  -0.1082    0.37186  -1.0442   -0.010674
  0.66792   0.27076  -0.59336  -0.10001  -0.49241  -0.64548   0.27622
 -0.20871  -0.13292   0.073195  0.41411  -0.59055   1.2111   -1.2885
  0.12373   0.50828  -0.50265   0.08359   0.082616  0.69535  -0.040413
  0.63287   0.12918  -0.85714   0.8015    0.012366  0.66197  -0.5327
 -0.29073  -1.0716  ]"
45,salesian,"[ 1.0211   -0.22851  -0.75517   0.090342 -0.33101   0.99999  -0.62498
  0.17862  -0.80224   0.90112  -0.7404   -0.47625   0.74106   0.48068
 -0.29784  -0.43903   0.18568   0.19116   1.0832   -0.38178  -0.54013
 -0.089266  0.14641  -0.42696  -0.18811  -0.19133  -0.47979  -0.60383
 -0.19796   1.1423   -0.14274  -0.52289   0.71084  -0.26675  -1.2309
 -0.074454 -0.46942   0.051339 -0.11017  -0.53021  -0.72199   1.3142
 -0.23264  -1.0651   -0.14524  -0.10215   0.20366   0.48814   0.51442
  0.82835   0.18367  -0.18918  -0.40721  -0.64033   0.01938   0.20289
 -0.42533   0.57642  -0.073426 -0.31242   0.012748 -0.57409   0.031264
 -0.33304  -0.3353   -0.32195  -1.3541   -0.39044   0.88261   0.28493
  0.18385   0.092678 -0.32098  -0.38477  -0.15262   0.25829  -0.47919
 -0.013057  0.10404   0.082551 -0.37485   0.26728  -0.35722   0.029733
 -0.33587   0.054638  0.65185   0.16118   0.65478   0.066446 -0.74172
 -0.23492   0.018376 -0.16383   0.041003 -1.011    -0.15176  -0.30572
 -0.7323   -0.15528 ]"
46,multi-ethnic,"[-0.022706   0.41645    0.016278   0.34829    0.075653   0.94394
 -0.14844    0.19259    0.64895    1.135     -0.80039   -0.70703
  0.16213   -0.70973   -0.018523   0.32388    0.27367   -0.30255
  0.16497   -0.026682  -0.29107    0.12879    0.62289   -0.51458
 -0.11951   -0.4581     0.83012    0.55437   -0.25775   -0.056947
 -0.33161   -0.31777    0.31905   -0.50316    0.11704   -0.035217
  0.43491    0.29395    0.038075   0.029611   0.1446     0.16828
 -0.19072    0.84499    0.48356   -0.0061152  0.41935    0.66708
  0.3341     0.13508   -0.28356   -0.035238   0.2473    -0.53534
  0.40324    0.24108    0.53699   -0.40028   -0.17044    0.1887
  0.09664   -0.15721    0.014574  -0.054641   0.78668    0.064321
 -0.57392    0.074833   0.69034   -0.026758   0.17111   -0.31399
  0.15206    0.61088    0.13823   -0.3567    -0.60766   -0.25195
  0.12882   -0.39773   -0.49808    0.49708    0.50813    0.76628
  0.49486   -0.16926   -0.1005    -0.44185   -0.17615   -0.78392
  0.03272   -0.14021   -0.027604  -0.053443   0.15378   -0.48081
 -0.074867  -0.18538   -0.39063    0.345    ]"
